sent_id,DOsentence,PDsentence,realized_construction,ngram_ratio,lstm_ratio,gpt2_ratio,gpt2-large_ratio,bert_ratio,prediction_gpt2-large
19,We taught our kids as much as we could,We taught as much as we could to our kids,DO,-0.3233375549316406,1.657511755824089,3.066880151629448,2.7461337745189667,2.6175913303231937,DO
20,Michael offered him a commission as a captain,Michael offered a commission as a captain to him,DO,4.915065765380859,10.893624663352966,8.294004082679749,8.92478621006012,7.481922226026654,DO
21,We gave them a free election,We gave a free election to them,DO,5.493741989135742,6.342311859130859,5.079861044883728,6.5833024978637695,-2.030013931915164,DO
22,John offered you a thousand dollars,John offered a thousand dollars to you,DO,-1.045370101928711,-4.559610486030579,1.1587707996368408,5.559636473655701,0.3159148693084717,DO
23,Juan gave you full exercise,Juan gave full exercise to you,DO,3.0098037719726562,3.4307467341423035,4.0891852378845215,0.41554778814315796,2.1000853925943375,DO
24,It cost me about eight dollars,It cost about eight dollars to me,DO,1.5164260864257812,-4.551109790802002,8.443408012390137,8.721922785043716,5.28426867723465,DO
25,Mary gave him them,Mary gave them to him,PD,2.356809616088867,2.707017421722412,-3.03849458694458,-2.0297374725341797,-5.108686827821657,PD
26,Bob gave him them,Bob gave them to him,PD,2.178159713745117,2.5955803394317627,-3.8022048473358154,-2.4254260063171387,-5.770483355037868,PD
27,John gave all the ladies a hard time,John gave a hard time to all the ladies,DO,-1.7371292114257812,-2.5808421969413757,4.784651190042496,2.4118585512042046,22.031243943725713,DO
28,Mary gave it a little more business type atmosphere,Mary gave a little more business type atmosphere to it,DO,6.710124969482422,11.746541023254395,6.473052382469177,3.07011079788208,0.7505495264194906,DO
29,Linda flipped me the finger,Linda flipped the finger to me,DO,2.5785865783691406,-1.5301251411437988,4.923120141029358,4.578432559967041,14.733003854751587,DO
30,Michael gave her it,Michael gave it to her,PD,1.6894855499267578,-1.045959234237671,-1.6577142477035522,-2.2063217163085938,-7.220815228210995,PD
31,Juan gave the girl a hug,Juan gave a hug to the girl,DO,3.893909454345703,2.1934577226638794,3.951000392436981,4.317802548408508,-0.5626634545624256,DO
32,It gave your stomach a chance to relax,It gave a chance to relax to your stomach,DO,-2.4479331970214844,5.16292542219162,10.294604152441025,12.082820413634181,12.168495777994394,DO
33,Maria gave you all the nutrients and vitamins,Maria gave all the nutrients and vitamins to you,DO,6.547819137573242,3.2656755447387695,3.7840051651000977,3.193579077720642,-0.9380390178412199,DO
34,John gave him like a scholarship,John gave like a scholarship to him,DO,5.337574005126953,6.112560987472534,4.719356715679169,2.443873345851898,8.801291829906404,DO
35,Mary gave you a little spending money,Mary gave a little spending money to you,DO,1.6108360290527344,-1.5444413423538208,4.4891037940979,3.8333667516708374,2.887076072394848,DO
36,Mary gave me one day,Mary gave one day to me,DO,2.858673095703125,1.8618067502975464,5.35491669178009,3.502732992172241,-2.7304473370313644,DO
37,Michael showed them the numbers,Michael showed the numbers to them,DO,3.0441856384277344,5.421239495277405,4.878032803535461,3.1610379219055176,5.375631183385849,DO
38,Linda gave it a great deal of thought,Linda gave a great deal of thought to it,DO,4.953639984130859,6.1769518330693245,2.911026433110237,2.826890729367733,4.040801133553032,DO
40,Juan sent me a credit card,Juan sent a credit card to me,DO,-0.43276214599609375,-8.312888979911804,3.1248873695731163,4.031006008386612,-0.24267423897981644,DO
41,Mary gave you a credit card,Mary gave a credit card to you,DO,-0.7060451507568359,-2.450673758983612,5.5587702095508575,5.5546040534973145,1.1540204994380474,DO
43,You cost yourself more money,You cost more money to yourself,DO,-3.161397933959961,-1.6652092933654785,7.87117874622345,8.86654508113861,10.08420604467392,DO
44,It cost us money that we didn't feel like we should have had to pay,It cost money that we didn't feel like we should have had to pay to us,DO,-1.7167892456054688,6.228636384010315,11.637618251319509,14.07183221844025,19.37902660673717,DO
45,Bob gave you some space for yourself,Bob gave some space for yourself to you,DO,2.4035911560058594,7.877267956733704,9.100530982017517,8.509853839874268,15.657178223133087,DO
46,Juan gave me something that I can create,Juan gave something that I can create to me,DO,4.584384918212891,9.962320327758789,14.391494393348694,11.898683905601501,13.100045589730144,DO
47,John told you the truth,John told the truth to you,DO,0.2364368438720703,-0.7528336048126221,4.048069357872009,3.29613196849823,3.030992323765531,DO
48,It cost her a couple of hundred dollars,It cost a couple of hundred dollars to her,DO,2.3251190185546875,-3.39272041618824,6.308458089828491,7.358849197626114,10.864044014364481,DO
49,It cost me twenty-five dollars,It cost twenty-five dollars to me,DO,1.7143230438232422,-0.6315829753875732,8.578564584255219,9.762201130390167,5.80115398124326,DO
50,Linda gave us the worst headaches we've ever had in our lives,Linda gave the worst headaches we've ever had in our lives to us,DO,3.0506629943847656,11.905704617500305,16.397270441055298,12.576458513736725,8.29914355128858,DO
52,It cost the company money,It cost money to the company,DO,3.687681198120117,3.9304120540618896,10.320695996284485,5.80089658498764,-0.8783586099743843,DO
53,Bob sent you offers and things,Bob sent offers and things to you,PD,3.1302490234375,-1.97249174118042,0.9471553564071655,2.088440418243408,1.7596581876277924,DO
54,I showed my boyfriend mine,I showed mine to my boyfriend,PD,2.9173927307128906,4.28038215637207,-2.164898991584778,0.20408380031585693,-3.1447910675778985,DO
55,Juan gave me a backpack,Juan gave a backpack to me,DO,6.361658096313477,7.09491229057312,7.0688406229019165,5.197474300861359,1.5940309315919876,DO
56,John gave me a backpack,John gave a backpack to me,DO,5.711626052856445,9.04973590373993,7.2691909074783325,5.725084662437439,2.0248132245615125,DO
57,Linda gave me a present,Linda gave a present to me,DO,4.031108856201172,9.375300407409668,5.904495000839233,4.960436046123505,-1.0263781696557999,DO
58,Michael sent him it,Michael sent it to him,PD,1.643777847290039,-0.4144577980041504,-2.5900156497955322,-1.2802019119262695,-4.904142513871193,PD
59,John gave them about seven minutes,John gave about seven minutes to them,DO,2.6160430908203125,-0.9676157236099243,4.02568781375885,3.7951910495758057,10.633405059576035,DO
60,Alice gave them full rein,Alice gave full rein to them,DO,4.699430465698242,5.026349410414696,1.9704722315073013,1.9115890488028526,2.329994671046734,DO
61,It gave you the impression that the company really doesn't trust the people that work for them,It gave the impression that the company really doesn't trust the people that work for them to you,DO,-0.68475341796875,3.2315879613161087,8.41360396478558,11.995176220894791,9.549954862712184,DO
62,John gave him a junkyard,John gave a junkyard to him,DO,8.722492218017578,4.169302225112915,6.811530351638794,7.0271011888980865,0.7768052592873573,DO
63,John gave you the freedom to take care of yourself,John gave the freedom to take care of yourself to you,DO,1.9870491027832031,13.860117927193642,16.327502317726612,12.41584961116314,12.8325297347983,DO
64,Alice offered them money,Alice offered money to them,DO,2.1565589904785156,2.7206934690475464,2.3371995091438293,3.7976698875427246,-1.0382789820432663,DO
65,Linda told you so much about that movie,Linda told so much about that movie to you,DO,7.067726135253906,11.035709977149963,8.318905770778656,6.678438723087311,6.719999181106687,DO
66,Juan sent you a draft notice,Juan sent a draft notice to you,DO,0.3931140899658203,-4.912085175514221,2.2328422367572784,2.9217033982276917,-2.017494708299637,DO
67,They sent everybody they do business with a letter,They sent a letter to everybody they do business with,PD,-0.9618797302246094,1.1125819683074951,-2.430734343826771,-5.47137182764709,-20.303943311795592,PD
68,Bob gave you a physical,Bob gave a physical to you,DO,2.9832897186279297,7.143826842308044,4.113684296607971,5.377695083618164,4.170497894287109,DO
69,We gave other countries aid,We gave aid to other countries,PD,1.803579330444336,-0.44349968433380127,-0.9001890420913696,-2.532953143119812,-5.092234797310084,PD
70,Maria gave the rest of the family members physicals,Maria gave physicals to the rest of the family members,PD,8.492904663085938,-0.17660927027463913,-3.472785323858261,0.6223175581544638,-6.71687041426776,DO
71,Bob gave the rest of the family members physicals,Bob gave physicals to the rest of the family members,PD,8.492908477783203,-0.4435978829860687,-3.695310767740011,1.2033802326768637,-1.0986576888826676,DO
72,Maria paid them a lot,Maria paid a lot to them,DO,2.128185272216797,1.799875020980835,3.2223191261291504,1.8690236806869507,3.27646610327065,DO
73,Mary sold a paper manufacturing company the paper,Mary sold the paper to a paper manufacturing company,PD,-2.597644805908203,-0.22278350591659546,-9.70933073759079,-11.704019218683243,-21.262319293338805,PD
74,Juan gave them a few minutes worth,Juan gave a few minutes worth to them,DO,5.279638290405273,3.664834976196289,5.26698911190033,5.217670440673828,4.337919373065233,DO
75,Bob gave them a problem,Bob gave a problem to them,DO,4.081945419311523,8.472757577896118,5.770522236824036,4.795656204223633,11.621274471282959,DO
76,It gave the honest citizen more paper work problems,It gave more paper work problems to the honest citizen,PD,0.8066673278808594,2.2765830755233765,-1.5447027683258057,-3.3375771045684814,-0.01212511956691742,PD
77,Michael gave him some protection,Michael gave some protection to him,DO,4.535478591918945,3.4580352306365967,3.63690122961998,4.265820622444153,4.171136170625687,DO
78,It cost you five thousand dollars,It cost five thousand dollars to you,DO,0.15386962890625,-4.4638108015060425,4.034028351306915,4.076485753059387,7.950474560260773,DO
79,It gave you relaxation,It gave relaxation to you,DO,5.715703964233398,5.328522324562073,3.704862892627716,4.271927118301392,8.839645314961672,DO
80,Juan gave her the old records,Juan gave the old records to her,DO,4.262050628662109,2.2021846771240234,0.8170708417892456,1.4808177947998047,-1.1517888363450766,DO
81,Juan gave you a paper,Juan gave a paper to you,DO,1.554086685180664,2.618342399597168,4.538176417350769,3.4443408250808716,0.504878357052803,DO
82,Michael gave you a whole bunch of them pills,Michael gave a whole bunch of them pills to you,DO,3.9133758544921875,9.00614702515304,2.0786367282271385,3.8094752226024866,1.3476369283453096,DO
83,Mary gave him like four pills,Mary gave like four pills to him,DO,6.193561553955078,7.574601531028748,6.059654712677002,6.582403182983398,6.038615524768829,DO
85,Michael gave my husband some,Michael gave some to my husband,DO,1.4797229766845703,1.5059806108474731,0.7466533184051514,2.025438070297241,-1.9537395387887955,DO
86,Bob gave them a job,Bob gave a job to them,DO,3.717741012573242,4.742480993270874,5.865976929664612,7.208829164505005,2.1712948828935623,DO
87,Bob gave them something to do,Bob gave something to do to them,DO,3.943817138671875,7.173638939857483,9.749119281768799,7.615823745727539,18.91414388375415,DO
88,Bob gave me a perspective on that,Bob gave a perspective on that to me,DO,4.448204040527344,5.90934157371521,7.533972501754761,6.403158128261566,3.0354139506816864,DO
89,Juan paid a woman eight or nine or ten thousand dollars a year,Juan paid eight or nine or ten thousand dollars a year to a woman,DO,-0.7248344421386719,-11.998805165290833,-1.246772214770317,-3.1025533378124237,-1.127600260078907,PD
90,Bob gave you a real good feeling,Bob gave a real good feeling to you,DO,2.8656654357910156,1.5085784196853638,8.985634922981262,5.1716389656066895,6.495243163779378,DO
91,Michael gave them it,Michael gave it to them,PD,1.623392105102539,-0.48863911628723145,-0.639636754989624,-2.95497727394104,-8.845568538177758,PD
92,Bob gave them it,Bob gave it to them,PD,1.623392105102539,-0.633877158164978,-0.24962592124938965,-2.583716034889221,-8.527520574018126,PD
93,Mary gave them the death penalty,Mary gave the death penalty to them,DO,0.6531028747558594,-2.8847005367279053,2.1269640624523163,1.9785566926002502,2.164922592230141,DO
94,We gave our own folks at home a little bit of our help,We gave a little bit of our help to our own folks at home,PD,1.7721443176269531,1.445162981748581,1.4047008231282234,-2.383564367890358,-1.4231661634985358,PD
95,It gave them a much broader outlook,It gave a much broader outlook to them,DO,6.139272689819336,7.497713327407837,9.711985468864441,9.156140685081482,3.7457097794977017,DO
96,Linda afforded the military or helping elderly people some time,Linda afforded some time to the military or helping elderly people,PD,0.7403182983398438,-1.7553129196166992,-2.796007752418518,-5.861693859100342,-0.03941845893859863,PD
97,We never gave anything a chance,We never gave a chance to anything,DO,-3.0340728759765625,-3.157919555902481,6.452271431684494,2.4402990341186523,14.107178883161396,DO
98,Alice gave me a quick chance to be caught up during the day,Alice gave a quick chance to be caught up during the day to me,DO,1.5623359680175781,6.810400545597076,11.258491657674313,11.38433250784874,11.894714866648428,DO
99,John gave you a wide variety of things you can call and talk and find out about,John gave a wide variety of things you can call and talk and find out about to you,DO,-0.5224647521972656,2.3793708079028875,9.18364847660996,10.546880215406418,9.877165354730096,DO
100,"Juan gave you current news updates, current weather updates, things like that","Juan gave current news updates, current weather updates, things like that to you",DO,1.5034523010253906,1.002355933189392,11.70313048362732,12.92911072820425,4.713973929465283,DO
101,Michael showed you the words and the facts,Michael showed the words and the facts to you,DO,1.6400489807128906,3.3296924829483032,6.127986907958984,2.10626757144928,5.433419302105904,DO
102,Mary gave you updated information,Mary gave updated information to you,DO,1.793966293334961,-3.5176624059677124,4.657898902893066,5.229553580284119,7.869096279144287,DO
103,Juan gave them the wrong medicine,Juan gave the wrong medicine to them,DO,4.517246246337891,8.607699036598206,6.836830258369446,7.11285138130188,1.35511215031147,DO
104,Maria gave somebody else them,Maria gave them to somebody else,PD,1.5439891815185547,2.12648606300354,-3.143410325050354,-4.834062039852142,-17.60685033199843,PD
105,Maria gave you a clean one,Maria gave a clean one to you,DO,3.14617919921875,5.628326654434204,6.703037738800049,5.389692425727844,1.923457331955433,DO
106,Linda gave me a pair of running shorts,Linda gave a pair of running shorts to me,DO,6.365043640136719,5.231879856437445,5.697450131177902,6.133871555328369,1.624681680725189,DO
108,Alice gave you shirts which you use,Alice gave shirts which you use to you,DO,2.397045135498047,3.993030607700348,7.996063470840454,11.812006652355194,21.257686614990234,DO
109,It cost me the same amount,It cost the same amount to me,DO,1.608856201171875,1.3974601030349731,3.6873215436935425,6.356333136558533,1.377102344064042,DO
110,It cost me twenty-five dollars,It cost twenty-five dollars to me,DO,1.7143230438232422,-0.6315829753875732,8.578564584255219,9.762201130390167,5.80115398124326,DO
111,Mary gave charity that,Mary gave that to charity,PD,1.7367401123046875,0.11941814422607422,-1.3622593879699707,-3.081026792526245,-9.716628208756447,PD
112,It cost the taxpayers a lot of money,It cost a lot of money to the taxpayers,DO,-4.322858810424805,-3.552316039800644,7.935106664896011,6.431322738528252,-1.3861317794653587,DO
113,Maria gave them a lethal injection,Maria gave a lethal injection to them,DO,1.2621822357177734,3.321500539779663,7.028912663459778,7.713411808013916,5.3204246163368225,DO
114,Michael gave you the chance to get into the person's mind to find out what led them to the point that they were at when they committed a crime to try to understand how their mind worked to prevent another person from getting into the same situation,Michael gave the chance to get into the person's mind to find out what led them to the point that they were at when they committed a crime to try to understand how their mind worked to prevent another person from getting into the same situation to you,DO,4.461181640625,6.722974315285683,14.321651972830296,13.020987927913666,10.471839671223321,DO
115,They gave it a good flavor,They gave a good flavor to it,DO,6.490165710449219,5.228275895118713,5.042638897895813,2.7433078289031982,5.579186346381903,DO
116,Linda gave them different food,Linda gave different food to them,DO,3.526773452758789,6.68956995010376,5.689587831497192,4.1960742473602295,-2.0131569653749466,DO
117,It brought you good luck or good finances,It brought good luck or good finances to you,DO,0.622802734375,5.063608288764954,-2.9470102190971375,0.34022247791290283,10.160777539014816,DO
118,Maria gave it kind of a hickory flavor,Maria gave kind of a hickory flavor to it,DO,6.923069000244141,9.33144161105156,9.083417177200317,2.7964867874979973,-1.9545783415669575,DO
119,Bob gave the food a second try,Bob gave a second try to the food,DO,1.0050544738769531,-1.129425287246704,6.507493853569031,6.1868298053741455,17.154544726014137,DO
120,Mary gave the people a second try,Mary gave a second try to the people,DO,1.4595794677734375,0.3632490634918213,2.883275032043457,2.6775797605514526,4.546133868396282,DO
121,Michael gave it a try,Michael gave a try to it,DO,3.1719703674316406,8.435341477394104,11.162791132926941,13.283519268035889,14.775761114433408,DO
122,Bob charged you an extra dollar,Bob charged an extra dollar to you,DO,-0.3043060302734375,-1.7077689170837402,3.943847894668579,4.103125333786011,7.507067244499922,DO
123,Linda brought you it,Linda brought it to you,PD,0.09612655639648438,-3.9925609827041626,-0.5990530252456665,-1.0984660387039185,-2.578303337097168,PD
124,Juan gave him a million dollars,Juan gave a million dollars to him,DO,1.9647769927978516,1.065793216228485,4.457949876785278,4.271987974643707,-0.7898581586778164,DO
125,Alice gave him a million dollars,Alice gave a million dollars to him,DO,1.9647769927978516,0.840520977973938,5.876750484108925,5.231803849339485,-0.2691727187484503,DO
126,Juan gave him an incentive to stay around,Juan gave an incentive to stay around to him,DO,3.6433029174804688,8.175819963216782,12.285661280155182,12.264670729637146,23.830499668139964,DO
127,Mary gave him them,Mary gave them to him,PD,2.356809616088867,2.707017421722412,-3.03849458694458,-2.0297374725341797,-5.108686827821657,PD
128,Alice gave the boys them,Alice gave them to the boys,PD,0.5804481506347656,-1.3691037893295288,-5.289568305015564,-3.7266567945480347,-7.442367145093158,PD
129,Linda gave them them,Linda gave them to them,PD,1.9501190185546875,2.036559581756592,-2.68229603767395,-1.1730568408966064,-1.963683109730482,PD
130,Mary sold these boys them,Mary sold them to these boys,PD,0.14370346069335938,-5.973114490509033,-3.7803871631622314,-6.33091402053833,-18.289397343993187,PD
131,God gave us husbands and fathers to help look out for us,God gave husbands and fathers to help look out for us to us,DO,2.2423477172851562,7.38909637928009,20.375011786818504,28.539956621825695,17.162815803545527,DO
132,John gave the World Wildlife Foundation money,John gave money to the World Wildlife Foundation,PD,0.7909297943115234,0.7208769917488098,-6.36293751001358,-4.758369356393814,-12.037025165860541,PD
133,Linda showed me that,Linda showed that to me,DO,1.7531757354736328,4.458792686462402,3.5344187021255493,3.3128137588500977,1.6896382523700595,DO
134,Maria gave me a plant,Maria gave a plant to me,DO,4.156681060791016,8.856194376945496,5.855188488960266,6.6878502368927,1.9190676137804985,DO
135,John gave me it,John gave it to me,PD,1.2497787475585938,-3.376211643218994,-1.9358418583869934,-3.119502544403076,-7.4818695482681505,PD
136,It taught young people some civil consciousness,It taught some civil consciousness to young people,DO,4.140209197998047,7.567690491676331,0.38659679889678955,-0.2720458507537842,0.6344518065452576,DO
137,Michael sent me the information,Michael sent the information to me,DO,1.8930644989013672,-2.5209336280822754,4.090177416801453,1.5364336371421814,0.568001439794898,DO
138,Maria mailed me the information that I filled out,Maria mailed the information that I filled out to me,DO,-0.5374526977539062,1.8054077625274658,5.807540193200111,6.490664340555668,5.00861118308967,DO
139,John gave it good drainage,John gave good drainage to it,DO,4.269256591796875,7.775633692741394,6.009747266769409,2.487748384475708,3.743741974234581,DO
140,Linda gave mom and dad a little bit of rent money,Linda gave a little bit of rent money to mom and dad,DO,1.2425460815429688,-3.8462012261152267,1.9003983065485954,0.8945815563201904,-5.058634243905544,DO
141,They gave you something that you may like worse or you may like more,They gave something that you may like worse or you may like more to you,DO,4.356365203857422,7.472830772399902,12.708689153194427,11.970467746257782,13.958360400050879,DO
142,Juan paid the defendant three hundred thousand dollars or something,Juan paid three hundred thousand dollars or something to the defendant,DO,0.7528190612792969,-1.1802870035171509,-0.9514290690422058,1.749645471572876,2.090547865256667,DO
143,We allowed her some time to herself,We allowed some time to herself to her,DO,2.2316856384277344,8.246613800525665,13.529613047838211,12.684472292661667,25.812241207808256,DO
144,Bob gave my boss a hard time,Bob gave a hard time to my boss,DO,-3.13726806640625,-4.448143243789673,7.081871442496777,2.2444690875709057,14.89171738922596,DO
145,It gave them a vested interest in the government,It gave a vested interest in the government to them,DO,2.9149551391601562,9.384898707270622,12.579630106687546,8.628014110028744,5.684528330806643,DO
146,It gave them more of an interest in what goes on in this country,It gave more of an interest in what goes on in this country to them,DO,2.4525299072265625,5.4618715941905975,12.109358325600624,13.582223746925592,1.7244391641579568,DO
147,Linda gave her it,Linda gave it to her,PD,1.689483642578125,1.6016281843185425,-2.386229634284973,-3.5513010025024414,-7.451157946372405,PD
148,Maria gave the secretary some paper,Maria gave some paper to the secretary,PD,0.5117568969726562,-1.4299328327178955,-1.5458709001541138,2.1202245950698853,1.9507724922150373,DO
149,We gave them an honest decision,We gave an honest decision to them,DO,6.324440002441406,3.8902699947357178,5.402870297431946,5.902047038078308,8.297379363328218,DO
151,Juan brought you half a dozen tomatoes,Juan brought half a dozen tomatoes to you,DO,5.729305267333984,4.965104699134827,1.8310324847698212,1.2131682634353638,4.877914480865002,DO
152,Alice sold them it,Alice sold it to them,PD,0.7787094116210938,-2.2228113412857056,-1.1008328199386597,-1.3731818199157715,-9.485177276656032,PD
153,Michael gave you a lot more of the widest television that's available to you,Michael gave a lot more of the widest television that's available to you to you,DO,2.4390182495117188,9.685211539268494,9.124518513679504,8.495071411132812,21.177742893007235,DO
154,Alice paid business attention,Alice paid attention to business,PD,-0.3559093475341797,-5.108254209160805,0.6231262683868408,-1.135242998600006,-18.331596590578556,PD
155,Alice gave me five bucks,Alice gave five bucks to me,DO,5.040441513061523,4.532843828201294,4.683905482292175,7.036442816257477,1.6415510103106499,DO
156,Maria gave me it,Maria gave it to me,PD,1.2497806549072266,-0.8234305381774902,-2.2674246430397034,-2.223752737045288,-8.387749443412758,PD
157,Mary gave one person it,Mary gave it to one person,PD,-0.13861846923828125,-1.813166618347168,-3.601874828338623,-1.4209972620010376,-22.544547070749104,PD
158,It cost us seventeen to eighteen thousand dollars a year,It cost seventeen to eighteen thousand dollars a year to us,DO,-0.7291603088378906,-10.196663439273834,7.225786358118057,7.445613890886307,11.345526233315468,DO
159,Alice gave you two to three years,Alice gave two to three years to you,DO,-0.730377197265625,0.2637897729873657,1.9489189386367798,1.02951180934906,4.829618215560913,DO
160,Michael gave me the topic,Michael gave the topic to me,DO,3.2143211364746094,3.7347899675369263,5.284603595733643,3.1809548139572144,4.588069541379809,DO
161,Michael paid our teachers a little bit more,Michael paid a little bit more to our teachers,DO,-3.9183502197265625,-4.489626407623291,2.151072382926941,3.7226674556732178,-1.9635129540693015,DO
162,Michael gave this kid a little extra help,Michael gave a little extra help to this kid,PD,-2.6156044006347656,-2.4959129095077515,3.7886321544647217,2.7517483830451965,3.361918026348576,DO
163,Alice paid them a little more money,Alice paid a little more money to them,DO,2.945211410522461,1.622521162033081,3.0214357376098633,2.710150718688965,5.919683011830784,DO
164,Maria wished you all the best in your future,Maria wished all the best in your future to you,DO,4.489025115966797,6.0121623277664185,11.335072122514248,15.78293862938881,12.874189561000094,DO
165,John gave them the world,John gave the world to them,DO,2.710285186767578,4.555704712867737,2.983958125114441,5.528604626655579,2.1499294620007277,DO
166,Linda gave it a try,Linda gave a try to it,DO,3.4477691650390625,7.860213875770569,12.489581227302551,11.951648592948914,14.675647057592869,DO
167,Linda did it justice,Linda did justice to it,DO,4.783292770385742,4.647028684616089,5.123884633183479,0.9112010896205902,-1.0930459834635258,DO
168,Mary taught them spiritual warfare,Mary taught spiritual warfare to them,DO,3.0103607177734375,5.629714727401733,2.2844841480255127,0.6709245443344116,-5.483178708702326,DO
169,Juan read her those,Juan read those to her,PD,3.8993396759033203,8.870545268058777,-0.31963562965393066,-1.5268630981445312,-7.872221231460571,PD
170,Bob owed you five bucks,Bob owed five bucks to you,DO,2.1979122161865234,-3.2980059385299683,7.182878017425537,7.142589688301086,-0.7267615124583244,DO
171,Linda gave you like local news,Linda gave like local news to you,DO,3.5740833282470703,1.529019832611084,7.472300410270691,6.33963930606842,3.907229959964752,DO
172,Alice paid those kinds of things attention,Alice paid attention to those kinds of things,PD,0.8396625518798828,-4.587336912751198,-8.292456314957235,-9.518452781951055,-24.867501189175528,PD
173,We loaned third world countries like Mexico Venezuela and Argentina funds,We loaned funds to third world countries like Mexico Venezuela and Argentina,PD,3.1116371154785156,-0.03261101245880127,-1.8819674253463745,-2.9742751121520996,-11.160750264301896,PD
174,Alice paid this attention,Alice paid attention to this,PD,-0.18005752563476562,-0.45485569536685944,-4.6421732902526855,-2.3168988823890686,-18.986253189854324,PD
175,Alice gave the public the information,Alice gave the information to the public,PD,2.9275264739990234,-2.5030218362808228,0.07043993473052979,-1.080101490020752,0.571153603726998,PD
176,Alice gave him a lighter sentence,Alice gave a lighter sentence to him,DO,3.895418167114258,6.306640148162842,4.8409048318862915,2.7955774068832397,3.536756068468094,DO
177,Bob gave them ninety years in prison,Bob gave ninety years in prison to them,DO,0.5567398071289062,1.0248490571975708,5.280434668064117,5.302015423774719,3.7217454770579934,DO
178,It gave the American people a sense of the fact that wars are really run by politicians,It gave a sense of the fact that wars are really run by politicians to the American people,DO,4.9330596923828125,10.128943972289562,12.77281728386879,9.691795773804188,13.488199785118923,DO
179,Maria gave him your coat,Maria gave your coat to him,DO,4.596380233764648,5.753189325332642,5.639694690704346,4.028000116348267,0.22947169095277786,DO
180,It gave kids more of an authoritarian sort of view,It gave more of an authoritarian sort of view to kids,DO,0.3388252258300781,-2.760514408349991,6.743704244494438,3.8823500648140907,4.231574354693294,DO
181,It gave them a freedom to give us something back,It gave a freedom to give us something back to them,DO,3.571247100830078,12.549901008605957,11.428223371505737,8.00863528251648,10.084288115613163,DO
182,Juan owed us all this money,Juan owed all this money to us,DO,2.378093719482422,-5.751286655664444,2.7273096442222595,0.8701213598251343,-0.7687887456268072,DO
183,Alice never gave you anything,Alice never gave anything to you,DO,3.665250778198242,-1.520352840423584,3.839838147163391,2.746644616127014,5.7284030402079225,DO
184,Juan gave everybody that asks it,Juan gave it to everybody that asks,PD,-1.2718334197998047,-10.406584620475769,-6.8723766803741455,-5.522355556488037,-3.861177776940167,PD
185,Mary gave a country money,Mary gave money to a country,DO,0.619384765625,-2.608437567949295,-3.4877087771892548,-2.865533083677292,0.9228854179382324,PD
