takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,BERT_ratio,BehavDOpreference,ngram_ratio,LSTM_ratio,GPT2_ratio,XLNet_ratio,GPT2_large_ratio,Big_LSTM_ratio
FALSE,FALSE,alternating,101,1,Michael took a woman wearing a hat a cake,Michael took a cake to a woman wearing a hat,indef,4,longIndefinite,17,60,-51.77589971781708,-40.668419525492936,-11.107480192324147,9.666666666666666,1.1355705261230469,-7.065702438354492,-6.091626405715942,7.986961483955383,-3.766169637441635,-7.730584979057312
FALSE,FALSE,alternating,101,1,John took her a cake,John took a cake to her,indef,4,pronoun,18,11,-35.997959952568635,-35.903838601429015,-0.09412135113961995,75.88888888888889,1.8834724426269531,-0.19220709800720215,0.7790250778198242,6.187114238739014,1.9517083168029785,2.148019552230835
FALSE,FALSE,alternating,101,1,Alice took the woman a cake,Alice took a cake to the woman,indef,4,shortDefinite,19,61,-33.01573911309242,-43.38298269826919,10.367243585176766,27.6,0.4738960266113281,0.6376463174819946,-0.14107561111450195,6.6427953243255615,0.597830057144165,0.4674896001815796
FALSE,FALSE,alternating,101,1,Alice took a woman a cake,Alice took a cake to a woman,indef,4,shortIndefinite,20,12,-49.10255682654679,-46.93535644095391,-2.167200385592878,38.857142857142854,1.8725547790527344,-1.6173638105392456,1.126389503479004,8.25557017326355,1.237842321395874,-1.9513890743255615
FALSE,FALSE,alternating,101,1,Bob took the man wearing the hat something,Bob took something to the man wearing the hat,something,5,longDefinite,21,63,-52.33987231639912,-47.06410361098824,-5.275768705410883,8.777777777777779,1.5407752990722656,-4.82217800617218,-2.5046597719192505,-6.666513442993164,-4.204214155673981,-2.187290608882904
FALSE,FALSE,alternating,101,1,Juan took a woman wearing a hat something,Juan took something to a woman wearing a hat,something,5,longIndefinite,22,13,-54.21938320621848,-43.98656360222958,-10.2328196039889,6.333333333333333,1.3215827941894531,-6.2764304876327515,-2.9933863282203674,-0.40510237216949463,-2.3745133876800537,-5.727935791015625
FALSE,FALSE,alternating,101,1,Linda took him something,Linda took something to him,something,5,pronoun,23,64,-40.392313761869445,-40.844277129042894,0.4519633671734482,25.7,2.87457275390625,-5.193528413772583,-0.13405251502990723,4.910017132759094,-1.280571460723877,3.146634340286255
FALSE,FALSE,alternating,101,1,Michael took the woman something,Michael took something to the woman,something,5,shortDefinite,24,14,-36.7564757973887,-42.3666493849596,5.610173587570898,15.7,0.6281833648681641,-2.9348477125167847,-1.6662259101867676,0.5897564888000488,-0.28740978240966797,-3.35800039768219
FALSE,FALSE,alternating,101,1,Mary took a woman something,Mary took something to a woman,something,5,shortIndefinite,25,65,-49.89841540530324,-46.93435926735401,-2.9640561379492283,26.181818181818183,1.4526519775390625,-2.636959195137024,-1.3253421783447266,-1.5815086364746094,-2.3943530321121216,-6.460501790046692
FALSE,FALSE,alternating,102,2,Mary told the man from work the news,Mary told the news to the man from work,def,1,longDefinite,26,16,-25.270367844146676,-23.901987577788532,-1.3683802663581446,65.875,-1.3922138214111328,-3.3307089805603027,0.5068027973175049,-3.324785590171814,2.9699982404708862,3.431432604789734
FALSE,FALSE,alternating,102,2,Linda told a woman who was from work the news,Linda told the news to a woman who was from work,def,1,longIndefinite,27,66,-43.86984235490672,-38.02659997693263,-5.843242377974093,28.545454545454547,-2.7266845703125,-2.751801013946533,-0.9783167839050293,1.1048271656036377,1.8421418070793152,2.6968376636505127
FALSE,FALSE,alternating,102,2,Juan told her the news,Juan told the news to her,def,1,pronoun,28,17,-18.11806361679919,-21.33274778421037,3.2146841674111784,78.75,-0.07241249084472656,2.319790244102478,7.001886367797852,3.9505770206451416,6.67219877243042,13.788832187652588
FALSE,FALSE,alternating,102,2,Michael told the man the news,Michael told the news to the man,def,1,shortDefinite,29,67,-13.252909115864895,-17.996349216555245,4.74344010069035,62.22222222222222,-1.2372703552246094,0.5906939506530762,5.53455924987793,1.7024577856063843,5.019676685333252,10.80629575252533
FALSE,FALSE,alternating,102,2,Linda told a woman the news,Linda told the news to a woman,def,1,shortIndefinite,30,18,-27.23911852412857,-27.66356694023125,0.4244484161026776,41.111111111111114,-2.3505687713623047,-1.7952157258987427,3.7019753456115723,0.4783916473388672,5.59361457824707,8.85252571105957
FALSE,FALSE,alternating,102,2,Linda told the woman wearing the hat the tale,Linda told the tale to the woman wearing the hat,def,2,longDefinite,31,69,-29.11710881840554,-27.514091383229243,-1.603017435176298,36.75,-0.868133544921875,-7.18226957321167,-2.131901502609253,-7.385489344596863,-1.4607247114181519,-5.525177001953125
FALSE,FALSE,alternating,102,2,Maria told a woman who was wearing a hat the tale,Maria told the tale to a woman who was wearing a hat,def,2,longIndefinite,32,19,-23.51741875964217,-21.319711107295007,-2.1977076523471624,34.888888888888886,-3.046733856201172,-11.252914309501648,-2.4524174332618713,1.7799737453460693,-3.5682408809661865,-8.011924386024475
FALSE,FALSE,alternating,102,2,Maria told him the tale,Maria told the tale to him,def,2,pronoun,33,70,-15.650540809729137,-15.835503685171716,0.1849628754425794,63.0,2.32147216796875,2.37235689163208,3.9304070472717285,8.624258279800415,4.033214092254639,5.151382803916931
FALSE,FALSE,alternating,102,2,Linda told the man the tale,Linda told the tale to the man,def,2,shortDefinite,34,21,-18.64316394389607,-19.921442649618257,1.2782787057221867,72.2,0.4753589630126953,0.7650961875915527,0.34316372871398926,3.931364595890045,0.2775956392288208,2.2875659465789795
FALSE,FALSE,alternating,102,2,John told a man the tale,John told the tale to a man,def,2,shortIndefinite,35,71,-25.918655483983457,-20.029273645952344,-5.889381838031113,54.72727272727273,-0.9415416717529297,-3.1157091856002808,-2.3927764892578125,0.4893670082092285,-0.7347114086151123,-3.977867364883423
FALSE,FALSE,alternating,102,2,Linda told the man who was wearing the hat a story,Linda told a story to the man who was wearing the hat,indef,3,longDefinite,36,22,-22.70285707176663,-23.946244145627134,1.2433870738605037,39.63636363636363,-3.2193374633789062,-9.207227110862732,-2.8359328508377075,-17.126054883003235,-2.7852386236190796,-5.643242001533508
FALSE,FALSE,alternating,102,2,Alice told a woman from work a story,Alice told a story to a woman from work,indef,3,longIndefinite,37,72,-25.935020602308214,-32.900045707356185,6.965025105047971,46.36363636363637,-3.673280715942383,-5.0249924659729,-1.7314631938934326,10.169921398162842,-2.9759724140167236,-4.530011892318726
FALSE,FALSE,alternating,102,2,Linda told him a story,Linda told a story to him,indef,3,pronoun,38,23,-15.507660429226235,-18.497164071071893,2.9895036418456584,60.42857142857143,0.7979297637939453,1.7193162441253662,5.00666880607605,6.195489048957825,3.761683702468872,10.588488101959229
FALSE,FALSE,alternating,102,2,Linda told the woman a story,Linda told a story to the woman,indef,3,shortDefinite,39,74,-12.797696520923637,-21.78152364725247,8.983827126328833,69.46153846153847,-1.7480812072753906,0.2976170778274536,2.476381301879883,3.882960081100464,1.4310829639434814,3.0718255043029785
FALSE,FALSE,alternating,102,2,Alice told a woman a story,Alice told a story to a woman,indef,3,shortIndefinite,40,24,-23.202182667329907,-26.009184970520437,2.8070023031905293,47.9,-3.1043624877929688,-2.355112314224243,1.308703899383545,12.225666493177414,0.8345810174942017,-1.7629079818725586
FALSE,FALSE,alternating,102,2,Alice told the man wearing the hat some information,Alice told some information to the man wearing the hat,indef,4,longDefinite,41,75,-36.325727774819825,-39.9020564534876,3.576328678667778,56.333333333333336,0.4756813049316406,-1.5228065252304077,-0.9830560088157654,3.127492666244507,-1.3964449167251587,10.24432361125946
FALSE,FALSE,alternating,102,2,Michael told a woman who was from work some information,Michael told some information to a woman who was from work,indef,4,longIndefinite,42,26,-41.543975893524475,-43.31950413319282,1.775528239668347,44.55555555555556,-0.05040740966796875,-2.8235281705856323,-2.7522218227386475,5.419934272766113,-3.5420182943344116,0.5133876800537109
FALSE,FALSE,alternating,102,2,Alice told him some information,Alice told some information to him,indef,4,pronoun,43,76,-24.01347902766429,-30.01882290560752,6.005343877943233,90.9,3.5634498596191406,4.749935030937195,7.057595729827881,3.232471466064453,2.9948477745056152,8.747292518615723
FALSE,FALSE,alternating,102,2,Maria told the man some information,Maria told some information to the man,indef,4,shortDefinite,44,27,-25.210795668885112,-29.412825937615708,4.202030268730596,61.285714285714285,1.2386493682861328,2.873261332511902,2.95029616355896,3.3661270141601562,1.6786941289901733,0.0779268741607666
FALSE,FALSE,alternating,102,2,Juan told a man some information,Juan told some information to a man,indef,4,shortIndefinite,45,77,-32.87844494683668,-34.28758966131136,1.409144714474678,64.5,0.7315559387207031,1.836045742034912,1.167245626449585,4.200575113296509,-0.9689099788665771,6.435804605484009
FALSE,FALSE,alternating,102,2,Juan told the man who was from work something,Juan told something to the man who was from work,something,5,longDefinite,46,28,-51.03274369938299,-41.11533354886342,-9.917410150519572,44.333333333333336,1.5400733947753906,-1.5513439178466797,-3.298554301261902,-5.682978391647339,-3.621468424797058,20.5942804813385
FALSE,FALSE,alternating,102,2,Juan told a man from work something,Juan told something to a man from work,something,5,longIndefinite,47,79,-45.23744552698918,-35.93950402876362,-9.297941498225555,64.63636363636364,2.2951698303222656,-2.6832783222198486,-2.022584915161133,4.079962730407715,-3.531346321105957,13.448225259780884
FALSE,FALSE,alternating,102,2,Michael told her something,Michael told something to her,something,5,pronoun,48,29,-16.23935310379602,-26.07676389766857,9.83741079387255,96.7,1.753683090209961,2.4049320220947266,3.7114806175231934,0.5534956455230713,3.136564016342163,13.463360071182251
FALSE,FALSE,alternating,102,2,Michael told the man something,Michael told something to the man,something,5,shortDefinite,49,80,-14.760542311356403,-24.92405826842878,10.163515957072377,80.5,1.5929737091064453,1.0518826246261597,-1.5086947679519653,-1.320278525352478,2.140328288078308,14.689555883407593
FALSE,FALSE,alternating,102,2,Maria told a man something,Maria told something to a man,something,5,shortIndefinite,50,31,-25.873153707943857,-30.378253816161305,4.505100108217448,52.888888888888886,1.5165081024169922,1.2762014865875244,-2.2359426021575928,1.3135229349136353,-0.7617948055267334,1.0236659049987793
FALSE,FALSE,alternating,103,3,Linda gave the man from work the book,Linda gave the book to the man from work,def,1,longDefinite,51,81,-32.085239910753444,-27.040449476335198,-5.044790434418246,32.416666666666664,-0.9768581390380859,0.7123444080352783,-2.2935277223587036,4.222421407699585,-2.76253342628479,-4.722510933876038
FALSE,FALSE,alternating,103,3,Alice gave a woman wearing a hat the book,Alice gave the book to a woman wearing a hat,def,1,longIndefinite,52,32,-29.574181649601087,-23.511897702526767,-6.06228394707432,33.4,-2.207763671875,-9.218773543834686,-4.426260858774185,5.1885786056518555,-2.1344708800315857,-15.785490155220032
FALSE,FALSE,alternating,103,3,Juan gave her the book,Juan gave the book to her,def,1,pronoun,53,82,-21.97358151426306,-22.18380625086138,0.2102247365983203,64.0,0.21342086791992188,1.0681349039077759,2.339740037918091,5.987276554107666,2.2215110063552856,8.294926166534424
FALSE,FALSE,alternating,103,3,Bob gave the woman the book,Bob gave the book to the woman,def,1,shortDefinite,54,33,-19.5551742236712,-20.022557875025086,0.4673836513538845,42.6,-0.8691272735595703,-0.43118560314178467,0.39913129806518555,4.49555230140686,-0.6293470859527588,4.210356295108795
FALSE,FALSE,alternating,103,3,Mary gave a woman the book,Mary gave the book to a woman,def,1,shortIndefinite,55,84,-32.50955876801163,-23.14136208256241,-9.36819668544922,26.0,-1.4951438903808594,-3.721491813659668,0.7965985536575317,7.705169916152954,-1.3511223793029785,-2.640227794647217
FALSE,FALSE,alternating,103,3,Linda gave the woman from work the job,Linda gave the job to the woman from work,def,2,longDefinite,56,34,-28.96835295855999,-28.234736419981346,-0.7336165385786444,41.69230769230769,-0.5457687377929688,-0.520323634147644,-1.3093827962875366,0.4864732027053833,-2.0048054456710815,-5.317514538764954
FALSE,FALSE,alternating,103,3,Mary gave a woman who was from work the job,Mary gave the job to a woman who was from work,def,2,longIndefinite,57,85,-44.12613436207175,-34.27368989796378,-9.852444464107975,20.77777777777778,-0.5866737365722656,-6.812320232391357,-4.176077425479889,5.0278403759002686,-3.350835144519806,-13.307483673095703
FALSE,FALSE,alternating,103,3,Alice gave him the job,Alice gave the job to him,def,2,pronoun,58,35,-20.7847639801912,-21.419012405967806,0.6342484257766046,71.0,3.1939926147460938,4.267469048500061,4.494893014431,-1.9051506519317627,4.216806650161743,-1.7512230277061462
FALSE,FALSE,alternating,103,3,Mary gave the man the job,Mary gave the job to the man,def,2,shortDefinite,59,86,-16.352396902628243,-19.695660039549693,3.3432631369214505,65.66666666666667,0.4045829772949219,1.5521605014801025,1.7511917352676392,9.789860874414444,3.26192444562912,3.3741776943206787
FALSE,FALSE,alternating,103,3,Maria gave a woman the job,Maria gave the job to a woman,def,2,shortIndefinite,60,37,-26.71520039346069,-24.825714529957622,-1.8894858635030687,28.818181818181817,-1.233022689819336,-3.2091110348701477,-0.4874582290649414,7.111895799636841,-2.033860146999359,-9.255160331726074
FALSE,FALSE,alternating,103,3,Mary gave the man who was wearing the hat a gift,Mary gave a gift to the man who was wearing the hat,indef,3,longDefinite,61,87,-23.24430198641494,-28.053141104988754,4.808839118573815,43.583333333333336,-2.8890457153320312,-10.284768223762512,-2.1525278091430664,-11.091694355010986,-1.6528582572937012,-8.962201476097107
FALSE,FALSE,alternating,103,3,Alice gave a man who was from work a gift,Alice gave a gift to a man who was from work,indef,3,longIndefinite,62,38,-40.931823435705155,-40.60097199305892,-0.3308514426462352,30.666666666666668,-2.4091720581054688,-6.022166967391968,-1.088229775428772,-7.1999547481536865,-0.2846645712852478,-10.085191130638123
FALSE,FALSE,alternating,103,3,Alice gave him a gift,Alice gave a gift to him,indef,3,pronoun,63,89,-23.169232789892703,-30.73138017952442,7.562147389631718,74.5,2.867616653442383,2.8641064167022705,5.159596681594849,1.1275415420532227,5.320099651813507,3.3697640895843506
FALSE,FALSE,alternating,103,3,Juan gave the man a gift,Juan gave a gift to the man,indef,3,shortDefinite,64,39,-22.75949415168725,-31.687925377860665,8.928431226173416,62.5,-1.1781730651855469,1.3270708322525024,1.196882724761963,1.249197244644165,3.1569390296936035,1.636005163192749
FALSE,FALSE,alternating,103,3,Mary gave a man a gift,Mary gave a gift to a man,indef,3,shortIndefinite,65,90,-23.810126182623208,-25.750283168628812,1.9401569860056043,48.55555555555556,-0.5196552276611328,-0.045084476470947266,0.7082992792129517,8.327081829309464,3.2895503640174866,1.0849649906158447
FALSE,FALSE,alternating,103,3,Alice gave the woman who was from work a message,Alice gave a message to the woman who was from work,indef,4,longDefinite,66,40,-30.867224167683162,-35.33211532863788,4.464891160954721,46.0,-1.1161613464355469,-6.664400041103363,-3.6576391458511353,-18.348182916641235,-3.8884897232055664,-8.674168705940247
FALSE,FALSE,alternating,103,3,Michael gave a man wearing a hat a message,Michael gave a message to a man wearing a hat,indef,4,longIndefinite,67,91,-26.657742343726568,-28.463262769859284,1.8055204261327162,30.9,-1.6208877563476562,-8.348093807697296,-1.7994630634784698,-8.711057662963867,-0.6244656145572662,-5.6474515199661255
FALSE,FALSE,alternating,103,3,Juan gave her a message,Juan gave a message to her,indef,4,pronoun,68,42,-28.918623284669593,-30.473982804454863,1.55535951978527,75.27272727272727,1.5608673095703125,0.5717032551765442,1.493465006351471,1.8580670356750488,3.2470988035202026,4.065432786941528
FALSE,FALSE,alternating,103,3,John gave the man a message,John gave a message to the man,indef,4,shortDefinite,69,92,-19.538986901869066,-25.171433094190434,5.632446192321368,63.5,-1.4118232727050781,2.169127881526947,0.22419512271881104,-0.8870675563812256,0.9757762551307678,1.5931239128112793
FALSE,FALSE,alternating,103,3,Bob gave a woman a message,Bob gave a message to a woman,indef,4,shortIndefinite,70,43,-30.895900909556076,-29.182703881058842,-1.713197028497234,64.9,-0.7007484436035156,-0.02942800521850586,-0.4161145091056824,1.2470284700393677,-0.03493762016296387,1.6175673007965088
FALSE,FALSE,alternating,103,3,John gave the woman wearing the hat something,John gave something to the woman wearing the hat,something,5,longDefinite,71,94,-32.46707221894758,-38.8958577584126,6.428785539465025,12.0,2.0614147186279297,-6.837218701839447,-5.460030198097229,-10.579267144203186,-1.0578396320343018,-6.815459430217743
FALSE,FALSE,alternating,103,3,Maria gave a man who was wearing a hat something,Maria gave something to a man who was wearing a hat,something,5,longIndefinite,72,44,-33.21642899850849,-30.62823209085036,-2.58819690765813,21.857142857142858,0.9509735107421875,-9.284493386745453,-1.56523996591568,-9.186428189277649,-1.2181535959243774,-11.979197442531586
FALSE,FALSE,alternating,103,3,Linda gave him something,Linda gave something to him,something,5,pronoun,73,95,-19.578477940056473,-29.753907062811777,10.175429122755304,58.142857142857146,4.0679473876953125,1.6190332770347595,2.7382785081863403,6.004612922668457,2.871722102165222,4.689152479171753
FALSE,FALSE,alternating,103,3,John gave the woman something,John gave something to the woman,something,5,shortDefinite,74,45,-20.178827431751415,-28.386122573399916,8.207295141648501,46.15384615384615,2.0614166259765625,0.08464318513870239,-2.369894027709961,-0.4075160026550293,0.5706539154052734,3.7543158531188965
FALSE,FALSE,alternating,103,3,Maria gave a man something,Maria gave something to a man,something,5,shortIndefinite,75,96,-39.99659171421081,-30.73078684695065,-9.265804867260158,17.818181818181817,2.097837448120117,-0.01807570457458496,-0.29268014430999756,2.74169921875,0.4937647581100464,-3.9708058834075928
FALSE,FALSE,alternating,104,4,Linda asked the woman from work the question,Linda asked the question to the woman from work,def,1,longDefinite,76,47,-35.165725423779804,-24.98873280681437,-10.176992616965435,46.44444444444444,-1.5527820587158203,-1.5994861125946045,1.2583363056182861,8.623938798904419,1.9162193536758423,3.287996530532837
FALSE,FALSE,alternating,104,4,Bob asked a man wearing a hat the question,Bob asked the question to a man wearing a hat,def,1,longIndefinite,77,97,-19.43752237013541,-17.925149520044215,-1.5123728500911966,42.2,-2.1173152923583984,-10.80766773223877,-4.373724520206451,6.9669106006622314,0.10605022311210632,-14.459187775850296
FALSE,FALSE,alternating,104,4,Alice asked him the question,Alice asked the question to him,def,1,pronoun,78,48,-11.657688238075934,-15.258992880349979,3.6013046422740445,86.33333333333333,1.3425540924072266,4.418230295181274,3.9572325944900513,-1.877805471420288,2.899267554283142,-5.467200517654419
FALSE,FALSE,alternating,104,4,Mary asked the man the question,Mary asked the question to the man,def,1,shortDefinite,79,98,-11.513314911280759,-16.571458999067545,5.058144087786786,69.66666666666667,-0.49003028869628906,3.49782395362854,3.060788631439209,8.266018092632294,3.7112693786621094,11.211495041847229
FALSE,FALSE,alternating,104,4,Bob asked a man the question,Bob asked the question to a man,def,1,shortIndefinite,80,49,-22.221231997013092,-23.658753803698346,1.437521806685254,89.3076923076923,-0.9100284576416016,-0.6521284580230713,0.8002793788909912,7.92330265045166,3.847245454788208,-2.677848219871521
FALSE,FALSE,alternating,104,4,Linda asked the man who was from work the questions,Linda asked the questions to the man who was from work,def,2,longDefinite,81,0,-46.16433503309963,-36.76573805033695,-9.398596982762683,43.333333333333336,-1.1245231628417969,-3.0181825160980225,-0.8071670532226562,-0.34900152683258057,0.4165968894958496,0.7251404523849487
FALSE,FALSE,alternating,104,4,Maria asked a woman who was wearing a hat the questions,Maria asked the questions to a woman who was wearing a hat,def,2,longIndefinite,82,50,-23.947659917816054,-21.679032950662076,-2.2686269671539776,45.666666666666664,-3.2226486206054688,-9.214052140712738,-2.035991996526718,-0.02494668960571289,1.3755599558353424,-4.922030448913574
FALSE,FALSE,alternating,104,4,Mary asked him the questions,Mary asked the questions to him,def,2,pronoun,83,1,-15.258714709663764,-18.810806569410488,3.5520918597467244,83.0,0.8733139038085938,2.7760993242263794,3.618271827697754,-6.15403413772583,3.951995372772217,7.253202795982361
FALSE,FALSE,alternating,104,4,Linda asked the man the questions,Linda asked the questions to the man,def,2,shortDefinite,84,52,-18.895835959119722,-24.36002934188582,5.464193382766098,89.38461538461539,-0.1380176544189453,1.8275171518325806,1.1133019924163818,-0.4206552952528,3.2868731021881104,7.108980298042297
FALSE,FALSE,alternating,104,4,Bob asked a woman the questions,Bob asked the questions to a woman,def,2,shortIndefinite,85,2,-32.25396053830627,-26.50666919257492,-5.747291345731355,61.90909090909091,-1.9666633605957031,-2.0277678966522217,1.7544269561767578,5.554597854614258,4.96585750579834,-2.9396677017211914
FALSE,FALSE,alternating,104,4,Mary asked the man who was wearing the hat a question,Mary asked a question to the man who was wearing the hat,indef,3,longDefinite,86,53,-16.6377379403566,-17.260914094978943,0.6231761546223424,60.15384615384615,-3.0551795959472656,-5.4857847690582275,0.44799935817718506,-15.643710374832153,-1.7237975001335144,0.38489794731140137
FALSE,FALSE,alternating,104,4,Michael asked a woman who was wearing a hat a question,Michael asked a question to a woman who was wearing a hat,indef,3,longIndefinite,87,3,-23.665217554400442,-16.916713646962307,-6.748503907438135,44.142857142857146,-3.7592926025390625,-6.2989649176597595,-2.7094312012195587,-7.900766581296921,-4.364962607622147,-2.398033022880554
FALSE,FALSE,alternating,104,4,Juan asked her a question,Juan asked a question to her,indef,3,pronoun,88,54,-15.4239262904739,-18.694589816732332,3.2706635262584314,96.5,-1.3454227447509766,3.6405303478240967,2.8266284465789795,10.162145853042603,3.0827992260456085,1.9550824165344238
FALSE,FALSE,alternating,104,4,Maria asked the man a question,Maria asked a question to the man,indef,3,shortDefinite,89,5,-12.9817425365909,-17.258425920503214,4.276683383912314,82.0,-1.3443126678466797,3.3725513219833374,0.9880176782608032,3.3885501623153687,0.919365406036377,5.618662238121033
FALSE,FALSE,alternating,104,4,Juan asked a woman a question,Juan asked a question to a woman,indef,3,shortIndefinite,90,55,-22.204879045370035,-20.917212263680995,-1.2876667816890404,93.23076923076923,-2.2573299407958984,2.375136971473694,1.8068696856498718,10.561234414577484,1.5662301778793335,2.245634436607361
FALSE,FALSE,alternating,104,4,Michael asked the man from work some questions,Michael asked some questions to the man from work,indef,4,longDefinite,91,6,-25.131382277584635,-20.329236161662266,-4.802146115922369,81.88888888888889,-0.43366050720214844,-5.530707478523254,2.404240906238556,4.066094160079956,-0.5770420730113983,0.8631975650787354
FALSE,FALSE,alternating,104,4,Bob asked a man who was from work some questions,Bob asked some questions to a man who was from work,indef,4,longIndefinite,92,57,-39.80604974657763,-30.260393324657343,-9.545656421920285,32.111111111111114,-1.9750518798828125,-6.410775661468506,0.15502935647964478,10.250520706176758,-2.59789314866066,-10.749829947948456
FALSE,FALSE,alternating,104,4,Maria asked him some questions,Maria asked some questions to him,indef,4,pronoun,93,7,-14.814278112491593,-17.695420363219455,2.881142250727862,96.8,0.5249195098876953,4.545991063117981,5.837286829948425,-1.7304162979125977,1.942043662071228,11.195917010307312
FALSE,FALSE,alternating,104,4,Linda asked the man some questions,Linda asked some questions to the man,indef,4,shortDefinite,94,58,-16.672365213860758,-21.922663228819147,5.250298014958389,81.4,-0.4230518341064453,2.4659430980682373,2.9612029790878296,-6.233088970184326,0.29316234588623047,7.7136839628219604
