takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio,BehavDOpreference,ngram_ratio,LSTM_ratio,GPT2_ratio
FALSE,FALSE,alternating,101,1,Michael took the man who was wearing the hat a gift,Michael took a gift to the man who was wearing the hat,indef,3,longDefinite,11,56,-35.80085493985098,-40.26142399630044,4.460569056449458,10.923076923076923,-1.9912033081054688,-2.932267427444458,-3.455088973045349
FALSE,FALSE,alternating,101,1,Bob took a man wearing a hat a gift,Bob took a gift to a man wearing a hat,indef,3,longIndefinite,12,7,-44.6886221668683,-41.81074602995068,-2.877876136917621,9.0,-1.7952823638916016,-4.690889596939087,-3.932900160551071
FALSE,FALSE,alternating,101,1,Linda took him a gift,Linda took a gift to him,indef,3,pronoun,13,58,-39.22444153437391,-45.58953138627112,6.36508985189721,43.1,1.6584548950195312,-1.0743458271026611,0.5050127506256104
FALSE,FALSE,alternating,101,1,Bob took the woman a gift,Bob took a gift to the woman,indef,3,shortDefinite,14,8,-33.85903112636879,-42.57053867785726,8.711507551488467,41.09090909090909,-0.91363525390625,-3.40962290763855,-1.7235758304595947
FALSE,FALSE,alternating,101,1,Juan took a woman a gift,Juan took a gift to a woman,indef,3,shortIndefinite,15,59,-46.68518123123795,-42.01156481076032,-4.673616420477629,20.8,-0.6653900146484375,-2.3218371868133545,-1.6591498851776123
FALSE,FALSE,alternating,101,1,Bob took the woman from work a cake,Bob took a cake to the woman from work,indef,4,longDefinite,16,9,-53.85255205351859,-47.902614139253274,-5.94993791426532,15.636363636363637,-0.044353485107421875,5.431567430496216,-4.870592474937439
FALSE,FALSE,alternating,101,1,Michael took a woman wearing a hat a cake,Michael took a cake to a woman wearing a hat,indef,4,longIndefinite,17,60,-51.77589971781708,-40.668419525492936,-11.107480192324147,9.666666666666666,1.1355705261230469,-7.2378093004226685,-6.882967442274094
FALSE,FALSE,alternating,101,1,John took her a cake,John took a cake to her,indef,4,pronoun,18,11,-35.997959952568635,-35.903838601429015,-0.09412135113961995,75.88888888888889,1.8834724426269531,-2.079541563987732,-1.3208951950073242
FALSE,FALSE,alternating,101,1,Alice took the woman a cake,Alice took a cake to the woman,indef,4,shortDefinite,19,61,-33.01573911309242,-43.38298269826919,10.367243585176766,27.6,0.4738960266113281,0.2288665771484375,-1.0563544034957886
FALSE,FALSE,alternating,101,1,Alice took a woman a cake,Alice took a cake to a woman,indef,4,shortIndefinite,20,12,-49.10255682654679,-46.93535644095391,-2.167200385592878,38.857142857142854,1.8725547790527344,-3.5908052921295166,0.14734816551208496
FALSE,FALSE,alternating,101,1,Bob took the man wearing the hat something,Bob took something to the man wearing the hat,something,5,longDefinite,21,63,-52.33987231639912,-47.06410361098824,-5.275768705410883,8.777777777777779,1.5407752990722656,-3.7927955389022827,-3.1992404460906982
FALSE,FALSE,alternating,101,1,Juan took a woman wearing a hat something,Juan took something to a woman wearing a hat,something,5,longIndefinite,22,13,-54.21938320621848,-43.98656360222958,-10.2328196039889,6.333333333333333,1.3215827941894531,-1.5261127948760986,-4.623881936073303
FALSE,FALSE,alternating,101,1,Linda took him something,Linda took something to him,something,5,pronoun,23,64,-40.392313761869445,-40.844277129042894,0.4519633671734482,25.7,2.87457275390625,0.4278472661972046,-0.8082785606384277
FALSE,FALSE,alternating,101,1,Michael took the woman something,Michael took something to the woman,something,5,shortDefinite,24,14,-36.7564757973887,-42.3666493849596,5.610173587570898,15.7,0.6281833648681641,-3.943350672721863,-0.8624172210693359
FALSE,FALSE,alternating,101,1,Mary took a woman something,Mary took something to a woman,something,5,shortIndefinite,25,65,-49.89841540530324,-46.93435926735401,-2.9640561379492283,26.181818181818183,1.4526519775390625,-1.1009167432785034,-0.6851669549942017
FALSE,FALSE,alternating,102,2,Mary told the man from work the news,Mary told the news to the man from work,def,1,longDefinite,26,16,-25.270367844146676,-23.901987577788532,-1.3683802663581446,65.875,-1.3922138214111328,-1.2305705547332764,1.472174882888794
FALSE,FALSE,alternating,102,2,Linda told a woman who was from work the news,Linda told the news to a woman who was from work,def,1,longIndefinite,27,66,-43.86984235490672,-38.02659997693263,-5.843242377974093,28.545454545454547,-2.7266845703125,-1.014524221420288,-1.535574734210968
FALSE,FALSE,alternating,102,2,Juan told her the news,Juan told the news to her,def,1,pronoun,28,17,-18.11806361679919,-21.33274778421037,3.2146841674111784,78.75,-0.07241249084472656,4.382979393005371,7.2113142013549805
FALSE,FALSE,alternating,102,2,Michael told the man the news,Michael told the news to the man,def,1,shortDefinite,29,67,-13.252909115864895,-17.996349216555245,4.74344010069035,62.22222222222222,-1.2372703552246094,3.328869342803955,5.0313498973846436
FALSE,FALSE,alternating,102,2,Linda told a woman the news,Linda told the news to a woman,def,1,shortIndefinite,30,18,-27.23911852412857,-27.66356694023125,0.4244484161026776,41.111111111111114,-2.3505687713623047,4.150910139083862,2.5482847690582275
FALSE,FALSE,alternating,102,2,Linda told the woman wearing the hat the tale,Linda told the tale to the woman wearing the hat,def,2,longDefinite,31,69,-29.11710881840554,-27.514091383229243,-1.603017435176298,36.75,-0.868133544921875,1.9238544702529907,-2.2590578198432922
FALSE,FALSE,alternating,102,2,Maria told a woman who was wearing a hat the tale,Maria told the tale to a woman who was wearing a hat,def,2,longIndefinite,32,19,-23.51741875964217,-21.319711107295007,-2.1977076523471624,34.888888888888886,-3.046733856201172,-5.760594367980957,-5.036503344774246
FALSE,FALSE,alternating,102,2,Maria told him the tale,Maria told the tale to him,def,2,pronoun,33,70,-15.650540809729137,-15.835503685171716,0.1849628754425794,63.0,2.32147216796875,6.710491180419922,3.2880061864852905
FALSE,FALSE,alternating,102,2,Linda told the man the tale,Linda told the tale to the man,def,2,shortDefinite,34,21,-18.64316394389607,-19.921442649618257,1.2782787057221867,72.2,0.4753589630126953,4.886373996734619,0.4465622901916504
FALSE,FALSE,alternating,102,2,John told a man the tale,John told the tale to a man,def,2,shortIndefinite,35,71,-25.918655483983457,-20.029273645952344,-5.889381838031113,54.72727272727273,-0.9415416717529297,1.3546767234802246,-2.96656596660614
FALSE,FALSE,alternating,102,2,Linda told the man who was wearing the hat a story,Linda told a story to the man who was wearing the hat,indef,3,longDefinite,36,22,-22.70285707176663,-23.946244145627134,1.2433870738605037,39.63636363636363,-3.2193374633789062,-2.8657931089401245,-2.4201489686965942
FALSE,FALSE,alternating,102,2,Alice told a woman from work a story,Alice told a story to a woman from work,indef,3,longIndefinite,37,72,-25.935020602308214,-32.900045707356185,6.965025105047971,46.36363636363637,-3.673280715942383,1.7946226596832275,-2.0701537132263184
FALSE,FALSE,alternating,102,2,Linda told him a story,Linda told a story to him,indef,3,pronoun,38,23,-15.507660429226235,-18.497164071071893,2.9895036418456584,60.42857142857143,0.7979297637939453,4.16909384727478,5.843043088912964
FALSE,FALSE,alternating,102,2,Linda told the woman a story,Linda told a story to the woman,indef,3,shortDefinite,39,74,-12.797696520923637,-21.78152364725247,8.983827126328833,69.46153846153847,-1.7480812072753906,0.4745159149169922,3.286275625228882
FALSE,FALSE,alternating,102,2,Alice told a woman a story,Alice told a story to a woman,indef,3,shortIndefinite,40,24,-23.202182667329907,-26.009184970520437,2.8070023031905293,47.9,-3.1043624877929688,-0.1686570644378662,2.0998241901397705
FALSE,FALSE,alternating,102,2,Alice told the man wearing the hat some information,Alice told some information to the man wearing the hat,indef,4,longDefinite,41,75,-36.325727774819825,-39.9020564534876,3.576328678667778,56.333333333333336,0.4756813049316406,2.0942087173461914,-0.23295271396636963
FALSE,FALSE,alternating,102,2,Michael told a woman who was from work some information,Michael told some information to a woman who was from work,indef,4,longIndefinite,42,26,-41.543975893524475,-43.31950413319282,1.775528239668347,44.55555555555556,-0.05040740966796875,3.0780197381973267,-3.196351706981659
FALSE,FALSE,alternating,102,2,Alice told him some information,Alice told some information to him,indef,4,pronoun,43,76,-24.01347902766429,-30.01882290560752,6.005343877943233,90.9,3.5634498596191406,3.0054616928100586,5.947380304336548
FALSE,FALSE,alternating,102,2,Maria told the man some information,Maria told some information to the man,indef,4,shortDefinite,44,27,-25.210795668885112,-29.412825937615708,4.202030268730596,61.285714285714285,1.2386493682861328,1.9005804061889648,3.7782105207443237
FALSE,FALSE,alternating,102,2,Juan told a man some information,Juan told some information to a man,indef,4,shortIndefinite,45,77,-32.87844494683668,-34.28758966131136,1.409144714474678,64.5,0.7315559387207031,1.120011806488037,0.8277742862701416
FALSE,FALSE,alternating,102,2,Juan told the man who was from work something,Juan told something to the man who was from work,something,5,longDefinite,46,28,-51.03274369938299,-41.11533354886342,-9.917410150519572,44.333333333333336,1.5400733947753906,2.2113163471221924,-3.2906110286712646
FALSE,FALSE,alternating,102,2,Juan told a man from work something,Juan told something to a man from work,something,5,longIndefinite,47,79,-45.23744552698918,-35.93950402876362,-9.297941498225555,64.63636363636364,2.2951698303222656,3.2888808250427246,-3.859754800796509
FALSE,FALSE,alternating,102,2,Michael told her something,Michael told something to her,something,5,pronoun,48,29,-16.23935310379602,-26.07676389766857,9.83741079387255,96.7,1.753683090209961,1.697502851486206,3.203636407852173
FALSE,FALSE,alternating,102,2,Michael told the man something,Michael told something to the man,something,5,shortDefinite,49,80,-14.760542311356403,-24.92405826842878,10.163515957072377,80.5,1.5929737091064453,5.716350555419922,0.2947005033493042
FALSE,FALSE,alternating,102,2,Maria told a man something,Maria told something to a man,something,5,shortIndefinite,50,31,-25.873153707943857,-30.378253816161305,4.505100108217448,52.888888888888886,1.5165081024169922,2.4040653705596924,-3.220699667930603
FALSE,FALSE,alternating,103,3,Linda gave the man from work the book,Linda gave the book to the man from work,def,1,longDefinite,51,81,-32.085239910753444,-27.040449476335198,-5.044790434418246,32.416666666666664,-0.9768581390380859,1.7313201427459717,-1.1902902126312256
FALSE,FALSE,alternating,103,3,Alice gave a woman wearing a hat the book,Alice gave the book to a woman wearing a hat,def,1,longIndefinite,52,32,-29.574181649601087,-23.511897702526767,-6.06228394707432,33.4,-2.207763671875,-8.83530855178833,-5.326875448226929
FALSE,FALSE,alternating,103,3,Juan gave her the book,Juan gave the book to her,def,1,pronoun,53,82,-21.97358151426306,-22.18380625086138,0.2102247365983203,64.0,0.21342086791992188,3.296334981918335,2.3499412536621094
FALSE,FALSE,alternating,103,3,Bob gave the woman the book,Bob gave the book to the woman,def,1,shortDefinite,54,33,-19.5551742236712,-20.022557875025086,0.4673836513538845,42.6,-0.8691272735595703,1.9630711078643799,1.534022569656372
FALSE,FALSE,alternating,103,3,Mary gave a woman the book,Mary gave the book to a woman,def,1,shortIndefinite,55,84,-32.50955876801163,-23.14136208256241,-9.36819668544922,26.0,-1.4951438903808594,-2.965890645980835,-0.013474881649017334
FALSE,FALSE,alternating,103,3,Linda gave the woman from work the job,Linda gave the job to the woman from work,def,2,longDefinite,56,34,-28.96835295855999,-28.234736419981346,-0.7336165385786444,41.69230769230769,-0.5457687377929688,2.1892117261886597,-1.111726999282837
FALSE,FALSE,alternating,103,3,Mary gave a woman who was from work the job,Mary gave the job to a woman who was from work,def,2,longIndefinite,57,85,-44.12613436207175,-34.27368989796378,-9.852444464107975,20.77777777777778,-0.5866737365722656,-2.483285665512085,-4.756538927555084
FALSE,FALSE,alternating,103,3,Alice gave him the job,Alice gave the job to him,def,2,pronoun,58,35,-20.7847639801912,-21.419012405967806,0.6342484257766046,71.0,3.1939926147460938,4.040967702865601,4.019386172294617
FALSE,FALSE,alternating,103,3,Mary gave the man the job,Mary gave the job to the man,def,2,shortDefinite,59,86,-16.352396902628243,-19.695660039549693,3.3432631369214505,65.66666666666667,0.4045829772949219,4.877809286117554,1.0052266716957092
FALSE,FALSE,alternating,103,3,Maria gave a woman the job,Maria gave the job to a woman,def,2,shortIndefinite,60,37,-26.71520039346069,-24.825714529957622,-1.8894858635030687,28.818181818181817,-1.233022689819336,-1.9251118898391724,-0.8882400989532471
FALSE,FALSE,alternating,103,3,Mary gave the man who was wearing the hat a gift,Mary gave a gift to the man who was wearing the hat,indef,3,longDefinite,61,87,-23.24430198641494,-28.053141104988754,4.808839118573815,43.583333333333336,-2.8890457153320312,-3.980156183242798,-0.6926697492599487
FALSE,FALSE,alternating,103,3,Alice gave a man who was from work a gift,Alice gave a gift to a man who was from work,indef,3,longIndefinite,62,38,-40.931823435705155,-40.60097199305892,-0.3308514426462352,30.666666666666668,-2.4091720581054688,-4.652959823608398,-0.30385512113571167
FALSE,FALSE,alternating,103,3,Alice gave him a gift,Alice gave a gift to him,indef,3,pronoun,63,89,-23.169232789892703,-30.73138017952442,7.562147389631718,74.5,2.867616653442383,4.8466033935546875,4.7432180643081665
FALSE,FALSE,alternating,103,3,Juan gave the man a gift,Juan gave a gift to the man,indef,3,shortDefinite,64,39,-22.75949415168725,-31.687925377860665,8.928431226173416,62.5,-1.1781730651855469,2.2728992104530334,0.7621995806694031
FALSE,FALSE,alternating,103,3,Mary gave a man a gift,Mary gave a gift to a man,indef,3,shortIndefinite,65,90,-23.810126182623208,-25.750283168628812,1.9401569860056043,48.55555555555556,-0.5196552276611328,-0.9939254522323608,1.0793566703796387
FALSE,FALSE,alternating,103,3,Alice gave the woman who was from work a message,Alice gave a message to the woman who was from work,indef,4,longDefinite,66,40,-30.867224167683162,-35.33211532863788,4.464891160954721,46.0,-1.1161613464355469,-5.612903714179993,-2.771877020597458
FALSE,FALSE,alternating,103,3,Michael gave a man wearing a hat a message,Michael gave a message to a man wearing a hat,indef,4,longIndefinite,67,91,-26.657742343726568,-28.463262769859284,1.8055204261327162,30.9,-1.6208877563476562,-3.576772451400757,-2.8221047818660736
FALSE,FALSE,alternating,103,3,Juan gave her a message,Juan gave a message to her,indef,4,pronoun,68,42,-28.918623284669593,-30.473982804454863,1.55535951978527,75.27272727272727,1.5608673095703125,5.507248640060425,1.2544094324111938
FALSE,FALSE,alternating,103,3,John gave the man a message,John gave a message to the man,indef,4,shortDefinite,69,92,-19.538986901869066,-25.171433094190434,5.632446192321368,63.5,-1.4118232727050781,2.6222875118255615,0.2892633080482483
FALSE,FALSE,alternating,103,3,Bob gave a woman a message,Bob gave a message to a woman,indef,4,shortIndefinite,70,43,-30.895900909556076,-29.182703881058842,-1.713197028497234,64.9,-0.7007484436035156,-1.0749084949493408,-0.18421506881713867
FALSE,FALSE,alternating,103,3,John gave the woman wearing the hat something,John gave something to the woman wearing the hat,something,5,longDefinite,71,94,-32.46707221894758,-38.8958577584126,6.428785539465025,12.0,2.0614147186279297,-1.7832049131393433,-5.490202724933624
FALSE,FALSE,alternating,103,3,Maria gave a man who was wearing a hat something,Maria gave something to a man who was wearing a hat,something,5,longIndefinite,72,44,-33.21642899850849,-30.62823209085036,-2.58819690765813,21.857142857142858,0.9509735107421875,-4.365251302719116,-2.9144455790519714
FALSE,FALSE,alternating,103,3,Linda gave him something,Linda gave something to him,something,5,pronoun,73,95,-19.578477940056473,-29.753907062811777,10.175429122755304,58.142857142857146,4.0679473876953125,8.967177748680115,1.9184396266937256
FALSE,FALSE,alternating,103,3,John gave the woman something,John gave something to the woman,something,5,shortDefinite,74,45,-20.178827431751415,-28.386122573399916,8.207295141648501,46.15384615384615,2.0614166259765625,2.7654035091400146,-1.8149967193603516
FALSE,FALSE,alternating,103,3,Maria gave a man something,Maria gave something to a man,something,5,shortIndefinite,75,96,-39.99659171421081,-30.73078684695065,-9.265804867260158,17.818181818181817,2.097837448120117,0.2175142765045166,-0.9298138618469238
FALSE,FALSE,alternating,104,4,Linda asked the woman from work the question,Linda asked the question to the woman from work,def,1,longDefinite,76,47,-35.165725423779804,-24.98873280681437,-10.176992616965435,46.44444444444444,-1.5527820587158203,1.892005443572998,1.6357755661010742
FALSE,FALSE,alternating,104,4,Bob asked a man wearing a hat the question,Bob asked the question to a man wearing a hat,def,1,longIndefinite,77,97,-19.43752237013541,-17.925149520044215,-1.5123728500911966,42.2,-2.1173152923583984,-7.56952965259552,-3.977079063653946
FALSE,FALSE,alternating,104,4,Alice asked him the question,Alice asked the question to him,def,1,pronoun,78,48,-11.657688238075934,-15.258992880349979,3.6013046422740445,86.33333333333333,1.3425540924072266,5.410689830780029,5.616409659385681
FALSE,FALSE,alternating,104,4,Mary asked the man the question,Mary asked the question to the man,def,1,shortDefinite,79,98,-11.513314911280759,-16.571458999067545,5.058144087786786,69.66666666666667,-0.49003028869628906,2.806100368499756,2.8509106636047363
FALSE,FALSE,alternating,104,4,Bob asked a man the question,Bob asked the question to a man,def,1,shortIndefinite,80,49,-22.221231997013092,-23.658753803698346,1.437521806685254,89.3076923076923,-0.9100284576416016,-1.034719705581665,0.22545170783996582
FALSE,FALSE,alternating,104,4,Linda asked the man who was from work the questions,Linda asked the questions to the man who was from work,def,2,longDefinite,81,0,-46.16433503309963,-36.76573805033695,-9.398596982762683,43.333333333333336,-1.1245231628417969,-0.7524714469909668,-0.6880598068237305
FALSE,FALSE,alternating,104,4,Maria asked a woman who was wearing a hat the questions,Maria asked the questions to a woman who was wearing a hat,def,2,longIndefinite,82,50,-23.947659917816054,-21.679032950662076,-2.2686269671539776,45.666666666666664,-3.2226486206054688,-5.014971375465393,-2.712066888809204
FALSE,FALSE,alternating,104,4,Mary asked him the questions,Mary asked the questions to him,def,2,pronoun,83,1,-15.258714709663764,-18.810806569410488,3.5520918597467244,83.0,0.8733139038085938,5.116072416305542,4.008795499801636
FALSE,FALSE,alternating,104,4,Linda asked the man the questions,Linda asked the questions to the man,def,2,shortDefinite,84,52,-18.895835959119722,-24.36002934188582,5.464193382766098,89.38461538461539,-0.1380176544189453,3.641221284866333,1.542304515838623
FALSE,FALSE,alternating,104,4,Bob asked a woman the questions,Bob asked the questions to a woman,def,2,shortIndefinite,85,2,-32.25396053830627,-26.50666919257492,-5.747291345731355,61.90909090909091,-1.9666633605957031,0.20395994186401367,1.465959072113037
FALSE,FALSE,alternating,104,4,Mary asked the man who was wearing the hat a question,Mary asked a question to the man who was wearing the hat,indef,3,longDefinite,86,53,-16.6377379403566,-17.260914094978943,0.6231761546223424,60.15384615384615,-3.0551795959472656,-0.17115139961242676,1.2459172010421753
FALSE,FALSE,alternating,104,4,Michael asked a woman who was wearing a hat a question,Michael asked a question to a woman who was wearing a hat,indef,3,longIndefinite,87,3,-23.665217554400442,-16.916713646962307,-6.748503907438135,44.142857142857146,-3.7592926025390625,-3.698207378387451,-2.7254835069179535
FALSE,FALSE,alternating,104,4,Juan asked her a question,Juan asked a question to her,indef,3,pronoun,88,54,-15.4239262904739,-18.694589816732332,3.2706635262584314,96.5,-1.3454227447509766,6.924980044364929,3.8488051891326904
FALSE,FALSE,alternating,104,4,Maria asked the man a question,Maria asked a question to the man,indef,3,shortDefinite,89,5,-12.9817425365909,-17.258425920503214,4.276683383912314,82.0,-1.3443126678466797,3.2969563007354736,1.890678882598877
FALSE,FALSE,alternating,104,4,Juan asked a woman a question,Juan asked a question to a woman,indef,3,shortIndefinite,90,55,-22.204879045370035,-20.917212263680995,-1.2876667816890404,93.23076923076923,-2.2573299407958984,2.1106812953948975,1.5630273222923279
FALSE,FALSE,alternating,104,4,Michael asked the man from work some questions,Michael asked some questions to the man from work,indef,4,longDefinite,91,6,-25.131382277584635,-20.329236161662266,-4.802146115922369,81.88888888888889,-0.43366050720214844,-4.294562935829163,4.140834182500839
FALSE,FALSE,alternating,104,4,Bob asked a man who was from work some questions,Bob asked some questions to a man who was from work,indef,4,longIndefinite,92,57,-39.80604974657763,-30.260393324657343,-9.545656421920285,32.111111111111114,-1.9750518798828125,-3.076682209968567,1.8292742371559143
FALSE,FALSE,alternating,104,4,Maria asked him some questions,Maria asked some questions to him,indef,4,pronoun,93,7,-14.814278112491593,-17.695420363219455,2.881142250727862,96.8,0.5249195098876953,5.748684763908386,6.07260799407959
FALSE,FALSE,alternating,104,4,Linda asked the man some questions,Linda asked some questions to the man,indef,4,shortDefinite,94,58,-16.672365213860758,-21.922663228819147,5.250298014958389,81.4,-0.4230518341064453,3.3277649879455566,3.351809859275818
FALSE,FALSE,alternating,104,4,Bob asked a man some questions,Bob asked some questions to a man,indef,4,shortIndefinite,95,8,-22.75779487239197,-26.304382211063057,3.546587338671088,92.72727272727273,-1.2718791961669922,0.861587405204773,4.31549546122551
FALSE,FALSE,alternating,104,4,Linda asked the woman from work something,Linda asked something to the woman from work,something,5,longDefinite,96,59,-49.53299891971983,-39.16273094684584,-10.37026797287399,68.6,2.7287139892578125,4.42793333530426,-0.8821620941162109
FALSE,FALSE,alternating,104,4,Juan asked a man wearing a hat something,Juan asked something to a man wearing a hat,something,5,longIndefinite,97,10,-38.46465996163897,-32.97695074736839,-5.487709214270581,56.27272727272727,1.8160991668701172,-0.9047733545303345,-2.2860868871212006
FALSE,FALSE,alternating,104,4,Bob asked her something,Bob asked something to her,something,5,pronoun,98,60,-22.179842913756147,-29.468728282372467,7.28888536861632,94.16666666666667,2.208843231201172,4.780197858810425,3.37695574760437
FALSE,FALSE,alternating,104,4,Maria asked the man something,Maria asked something to the man,something,5,shortDefinite,99,11,-22.42692948936019,-30.215375321451575,7.788445832091384,87.11111111111111,2.8578624725341797,4.727128744125366,0.560837984085083
FALSE,FALSE,alternating,104,4,John asked a man something,John asked something to a man,something,5,shortIndefinite,100,62,-37.27796423039399,-34.178206273005344,-3.099757957388647,77.88888888888889,2.054920196533203,-0.1652829647064209,-0.28212547302246094
FALSE,FALSE,alternating,105,5,Alice showed the woman who was from work the city,Alice showed the city to the woman who was from work,def,1,longDefinite,101,12,-57.117872157134116,-40.10028289130423,-17.017589265829884,47.142857142857146,-0.3102684020996094,3.9770925045013428,-2.2149112224578857
FALSE,FALSE,alternating,105,5,Bob showed a woman who was wearing a hat the city,Bob showed the city to a woman who was wearing a hat,def,1,longIndefinite,102,63,-38.149627175647765,-26.519153050379828,-11.630474125267938,30.555555555555557,-1.0735855102539062,-0.02230536937713623,-3.4030893445014954
FALSE,FALSE,alternating,105,5,Juan showed her the city,Juan showed the city to her,def,1,pronoun,103,13,-23.59399558592122,-27.23530852922704,3.6413129433058202,62.0,1.2976093292236328,3.978184938430786,3.1620137691497803
FALSE,FALSE,alternating,105,5,John showed the woman the city,John showed the city to the woman,def,1,shortDefinite,104,64,-23.151359115727246,-26.163670983049087,3.0123118673218414,76.3,0.120758056640625,4.183850526809692,2.7180347442626953
FALSE,FALSE,alternating,105,5,John showed a woman the city,John showed the city to a woman,def,1,shortIndefinite,105,15,-33.244103379314765,-29.361306827166118,-3.8827965521486476,43.54545454545455,0.6114349365234375,1.0584938526153564,1.8263154029846191
FALSE,FALSE,alternating,105,5,Maria showed the woman who was from work the way,Maria showed the way to the woman who was from work,def,2,longDefinite,106,65,-46.33041591278743,-45.22518016299,-1.10523574979743,41.36363636363637,0.6463470458984375,1.9465913772583008,-0.43409907817840576
FALSE,FALSE,alternating,105,5,Juan showed a man from work the way,Juan showed the way to a man from work,def,2,longIndefinite,107,16,-52.70736613520421,-37.37532928946894,-15.332036845735274,52.875,1.8898391723632812,2.1349050998687744,1.3029953241348267
FALSE,FALSE,alternating,105,5,Mary showed him the way,Mary showed the way to him,def,2,pronoun,108,66,-15.0071063345531,-28.701213705237024,13.694107370683923,82.0,4.781332015991211,6.537457823753357,6.195373773574829
FALSE,FALSE,alternating,105,5,Linda showed the man the way,Linda showed the way to the man,def,2,shortDefinite,109,17,-19.354310517315753,-35.5296827928978,16.17537227558205,76.16666666666667,0.3475761413574219,6.639305830001831,2.954472064971924
FALSE,FALSE,alternating,105,5,Mary showed a woman the way,Mary showed the way to a woman,def,2,shortIndefinite,110,68,-31.89664401812479,-33.3040128222201,1.407368804095313,66.11111111111111,-0.2425823211669922,1.7830982208251953,2.763422727584839
FALSE,FALSE,alternating,105,5,Bob showed the woman wearing the hat a picture,Bob showed a picture to the woman wearing the hat,indef,3,longDefinite,111,18,-29.27795465674717,-38.04153675248381,8.763582095736638,27.88888888888889,-1.1514892578125,-1.909073829650879,-6.318746566772461
FALSE,FALSE,alternating,105,5,Linda showed a man who was from work a picture,Linda showed a picture to a man who was from work,indef,3,longIndefinite,112,69,-38.905986524769105,-41.79261806840077,2.8866315436316654,40.75,-0.6962356567382812,1.2200340032577515,-1.7583301067352295
FALSE,FALSE,alternating,105,5,Juan showed her a picture,Juan showed a picture to her,indef,3,pronoun,113,20,-21.0764272804372,-27.537210977519862,6.460783697082661,69.3,1.9549198150634766,3.6818432807922363,3.7625997066497803
FALSE,FALSE,alternating,105,5,Maria showed the man a picture,Maria showed a picture to the man,indef,3,shortDefinite,114,70,-19.46686447155662,-28.354888343950734,8.888023872394115,57.333333333333336,-0.03915977478027344,4.353867769241333,4.565897822380066
FALSE,FALSE,alternating,105,5,Juan showed a woman a picture,Juan showed a picture to a woman,indef,3,shortIndefinite,115,21,-23.647412340156734,-31.20400987379253,7.556597533635795,32.3,0.10539436340332031,1.1319966316223145,2.122039794921875
FALSE,FALSE,alternating,105,5,Linda showed the man wearing the hat a trick,Linda showed a trick to the man wearing the hat,indef,4,longDefinite,116,71,-32.572009641095065,-41.57084121147636,8.998831570381299,30.727272727272727,-0.1346588134765625,1.3539438247680664,-6.608813762664795
